Red:Wavelength(nm),Red:Intensity,Blue:Wavelength(nm),Blue:Intensity,Orange:Wavelength(nm),Orange:Intensity,Yellow:Wavelength(nm),Yellow:Intensity,Green:Wavelength(nm),Green:Intensity,White Blue:Wavelength(nm),White Blue:Intensity,Red 2:Wavelength(nm),Red 2:Intensity,Red 3:Wavelength(nm),Red 3:Intensity,Red 4:Wavelength(nm),Red 4:Intensity
777.6,0.000599,777.6,0.000124,777.6,0.001103,777.6,-0.00015,777.6,-0.00036,777.6,0.002251,777.6,0.000765,777.6,0.000659,777.6,-8.27E-05
778.3,0.000774,778.3,0.000501,778.3,0.00128,778.3,0.000514,778.3,-0.00031,778.3,0.002442,778.3,0.001037,778.3,0.001051,778.3,0.000461
779.1,0.0003,779.1,0.000355,779.1,7.50E-05,779.1,-0.00013,779.1,-0.00037,779.1,0.002184,779.1,0.000561,779.1,0.000664,779.1,0.000813
779.9,0.000204,779.9,0.000846,779.9,0.000713,779.9,0.000588,779.9,0.000466,779.9,0.003095,779.9,0.000157,779.9,0.000987,779.9,0.000882
780.6,0.000123,780.6,0.000511,780.6,-0.00011,780.6,0.000346,780.6,0.00014,780.6,0.002507,780.6,-0.00035,780.6,0.00012,780.6,0.000137
781.4,0.000104,781.4,0.000364,781.4,0.000238,781.4,0.000489,781.4,0.000509,781.4,0.002289,781.4,-6.11E-05,781.4,0.000576,781.4,-6.50E-05
782.2,-4.51E-05,782.2,0.000469,782.2,-0.0004,782.2,0.000629,782.2,0.000526,782.2,0.002017,782.2,0.00039,782.2,0.000573,782.2,0.00047
783,-4.36E-05,783,0.000815,783,0.000396,783,0.000741,783,0.000286,783,0.002271,783,0.00084,783,0.001325,783,0.000996
783.7,-0.00017,783.7,0.000803,783.7,0.00052,783.7,0.001008,783.7,0.00049,783.7,0.002449,783.7,0.000579,783.7,0.000552,783.7,0.001033
784.5,-0.00019,784.5,0.000637,784.5,0.000287,784.5,0.000486,784.5,6.09E-05,784.5,0.002015,784.5,0.000495,784.5,0.000107,784.5,0.000546
785.3,0.000336,785.3,0.001083,785.3,7.94E-05,785.3,0.000677,785.3,0.001014,785.3,0.00257,785.3,0.000403,785.3,0.000384,785.3,0.001114
786.1,-0.00028,786.1,0.00067,786.1,-0.00014,786.1,0.000387,786.1,1.38E-05,786.1,0.002472,786.1,0.000309,786.1,0.000462,786.1,0.000896
786.8,0.0002,786.8,0.000707,786.8,0.000922,786.8,0.000786,786.8,0.000589,786.8,0.003548,786.8,0.000457,786.8,0.001266,786.8,0.001468
787.6,-0.00021,787.6,7.05E-05,787.6,0.000944,787.6,0.000308,787.6,0.000219,787.6,0.003145,787.6,0.000427,787.6,0.00111,787.6,0.001506
788.4,0.000728,788.4,0.000614,788.4,0.001121,788.4,0.000401,788.4,0.000925,788.4,0.003543,788.4,0.000791,788.4,0.001609,788.4,0.001844
789.2,3.67E-05,789.2,0.000319,789.2,0.000256,789.2,0.000275,789.2,0.000159,789.2,0.002765,789.2,-0.00012,789.2,0.000749,789.2,0.000753
789.9,0.000781,789.9,0.000652,789.9,0.00068,789.9,0.000384,789.9,-0.00012,789.9,0.002969,789.9,0.000519,789.9,0.000885,789.9,0.000502
790.7,0.000218,790.7,0.000369,790.7,0.001095,790.7,0.00025,790.7,-0.00017,790.7,0.00279,790.7,0.000468,790.7,0.001682,790.7,0.000511
791.5,0.000619,791.5,0.000733,791.5,0.001513,791.5,0.000777,791.5,0.00034,791.5,0.003593,791.5,0.000866,791.5,0.002095,791.5,0.001888
792.3,-0.00041,792.3,0.000117,792.3,0.001183,792.3,0.00093,792.3,-1.23E-05,792.3,0.003768,792.3,-0.00039,792.3,0.002034,792.3,0.001788
793,-0.0004,793,-0.00011,793,0.000959,793,0.001228,793,1.03E-05,793,0.004083,793,-0.00046,793,0.000856,793,0.001415
793.8,-0.00037,793.8,-5.82E-05,793.8,0.000378,793.8,0.000523,793.8,-0.00011,793.8,0.003169,793.8,-0.0008,793.8,0.000704,793.8,0.000653
794.6,0.00021,794.6,0.000332,794.6,0.000299,794.6,0.000476,794.6,0.00079,794.6,0.003549,794.6,0.000197,794.6,0.000577,794.6,1.69E-05
795.4,0.000288,795.4,0.000661,795.4,-7.19E-05,795.4,0.000155,795.4,0.000851,795.4,0.002637,795.4,-0.00018,795.4,0.000479,795.4,0.000172
796.1,0.000405,796.1,0.000651,796.1,0.000281,796.1,0.000162,796.1,0.000991,796.1,0.002919,796.1,0.000651,796.1,0.000764,796.1,0.000119
796.9,0.000492,796.9,0.00065,796.9,0.000187,796.9,0.000307,796.9,0.00035,796.9,0.002584,796.9,0.000641,796.9,0.000708,796.9,0.000472
797.7,0.001087,797.7,0.000764,797.7,0.000506,797.7,0.000599,797.7,0.000605,797.7,0.003389,797.7,0.001297,797.7,0.001358,797.7,0.000553
798.4,0.000807,798.4,0.000415,798.4,0.000282,798.4,0.000718,798.4,0.000488,798.4,0.003266,798.4,0.000898,798.4,0.000745,798.4,9.91E-05
799.2,0.000349,799.2,0.000806,799.2,0.000948,799.2,0.000853,799.2,0.000474,799.2,0.003283,799.2,0.000596,799.2,0.000785,799.2,0.000612
800,0.000643,800,0.001247,800,0.000748,800,0.000613,800,-0.00013,800,0.00367,800,0.000358,800,0.000781,800,0.000503
800.8,0.001063,800.8,0.001753,800.8,0.001579,800.8,0.000711,800.8,0.000149,800.8,0.003831,800.8,0.001111,800.8,0.001892,800.8,0.001367
801.5,0.001583,801.5,0.001562,801.5,0.001505,801.5,0.000556,801.5,0.001023,801.5,0.00337,801.5,0.000723,801.5,0.001652,801.5,0.000797
802.3,0.000984,802.3,0.000782,802.3,0.001719,802.3,0.001329,802.3,0.001458,802.3,0.002611,802.3,0.000686,802.3,0.001314,802.3,0.001041
803.1,0.000365,803.1,0.000272,803.1,0.001366,803.1,0.001226,803.1,0.001405,803.1,0.002523,803.1,-0.0004,803.1,0.000645,803.1,0.000638
803.9,0.00029,803.9,0.000456,803.9,0.000788,803.9,0.001212,803.9,0.000795,803.9,0.002967,803.9,-0.00033,803.9,0.000982,803.9,0.000697
804.6,0.000751,804.6,0.000763,804.6,0.000599,804.6,0.000609,804.6,0.000825,804.6,0.002774,804.6,-0.00061,804.6,0.00091,804.6,0.00065
805.4,0.000731,805.4,0.001262,805.4,0.000595,805.4,0.000524,805.4,0.000554,805.4,0.002837,805.4,-0.00022,805.4,0.000825,805.4,0.000828
806.2,0.000546,806.2,0.000958,806.2,0.000639,806.2,7.51E-05,806.2,0.000568,806.2,0.00259,806.2,0.00018,806.2,0.001387,806.2,0.000683
807,0.000373,807,0.000688,807,0.000699,807,-0.00035,807,0.000235,807,0.002299,807,0.000161,807,0.001094,807,0.000205
807.7,0.00027,807.7,0.000229,807.7,0.000442,807.7,-0.00041,807.7,0.000176,807.7,0.002042,807.7,-8.71E-07,807.7,0.001677,807.7,0.000179
808.5,0.000227,808.5,0.000327,808.5,0.000294,808.5,-9.36E-05,808.5,-0.00026,808.5,0.002319,808.5,0.000115,808.5,0.001197,808.5,0.000497
809.3,-2.44E-05,809.3,0.001031,809.3,0.000307,809.3,0.000549,809.3,-0.00015,809.3,0.002698,809.3,0.00079,809.3,0.001105,809.3,0.000899
810.1,0.000196,810.1,0.001622,810.1,0.000956,810.1,0.001014,810.1,8.26E-05,810.1,0.003717,810.1,0.001478,810.1,0.001039,810.1,0.001776
810.8,-0.00013,810.8,0.000876,810.8,0.000791,810.8,0.000635,810.8,0.000241,810.8,0.002741,810.8,0.000541,810.8,8.66E-05,810.8,0.000723
811.6,-7.39E-05,811.6,0.000675,811.6,0.001405,811.6,0.000212,811.6,0.000212,811.6,0.002996,811.6,0.000491,811.6,0.00086,811.6,0.000822
812.4,-2.33E-05,812.4,0.000202,812.4,0.000692,812.4,-0.0001,812.4,-0.00039,812.4,0.001945,812.4,7.95E-06,812.4,0.00031,812.4,-8.72E-05
813.1,9.80E-06,813.1,-6.44E-05,813.1,0.001566,813.1,-1.08E-05,813.1,-0.00022,813.1,0.002304,813.1,0.00091,813.1,0.000856,813.1,0.000447
813.9,-3.71E-05,813.9,-0.00035,813.9,0.001151,813.9,-0.00024,813.9,-0.00039,813.9,0.002091,813.9,0.000659,813.9,0.000249,813.9,-0.00012
814.7,7.87E-05,814.7,-0.00074,814.7,0.001386,814.7,0.00034,814.7,-3.92E-05,814.7,0.001596,814.7,0.000292,814.7,4.64E-06,814.7,3.80E-05
815.5,0.000285,815.5,-2.76E-05,815.5,0.001044,815.5,0.001005,815.5,4.67E-05,815.5,0.001932,815.5,0.0001,815.5,0.000389,815.5,0.000475
816.2,2.36E-05,816.2,-0.0002,816.2,0.000908,816.2,0.001296,816.2,0.000282,816.2,0.002068,816.2,-0.00028,816.2,0.00118,816.2,0.000358
817,0.000274,817,0.000947,817,0.001442,817,0.001972,817,0.001021,817,0.003324,817,0.000895,817,0.001695,817,0.000828
817.8,0.000494,817.8,0.000959,817.8,0.00142,817.8,0.001431,817.8,0.000528,817.8,0.002723,817.8,0.001142,817.8,0.00112,817.8,0.000592
818.6,0.000889,818.6,0.001228,818.6,0.001398,818.6,0.001739,818.6,0.000455,818.6,0.002801,818.6,0.001752,818.6,0.000661,818.6,0.00129
819.3,0.000576,819.3,0.000595,819.3,0.000858,819.3,0.000823,819.3,-0.00083,819.3,0.002422,819.3,0.001234,819.3,0.000598,819.3,0.000679
820.1,-0.00012,820.1,0.000174,820.1,0.000266,820.1,0.000853,820.1,-0.00081,820.1,0.002559,820.1,0.000887,820.1,0.000492,820.1,0.000215
820.9,-0.0001,820.9,0.000149,820.9,0.001106,820.9,0.001085,820.9,-0.00048,820.9,0.002504,820.9,0.001037,820.9,0.000664,820.9,0.000494
821.7,-0.00034,821.7,-7.30E-05,821.7,0.001521,821.7,0.00137,821.7,0.00032,821.7,0.00225,821.7,0.001004,821.7,0.000786,821.7,0.000772
822.4,0.000386,822.4,-0.00022,822.4,0.001501,822.4,0.001165,822.4,0.00068,822.4,0.002217,822.4,0.00088,822.4,0.001056,822.4,0.001061
823.2,0.00016,823.2,-0.00082,823.2,0.000652,823.2,0.000616,823.2,-4.15E-05,823.2,0.001589,823.2,0.000658,823.2,0.000421,823.2,0.001268
824,0.00049,824,-0.00155,824,4.82E-05,824,-6.65E-05,824,-0.00047,824,0.001162,824,0.000111,824,0.000114,824,0.001129
824.8,6.79E-06,824.8,-0.0012,824.8,3.55E-05,824.8,-0.00059,824.8,-0.001,824.8,0.000826,824.8,-7.55E-06,824.8,-0.00027,824.8,0.000789
825.5,-0.00015,825.5,-0.00079,825.5,1.61E-07,825.5,-0.00086,825.5,-0.00071,825.5,0.001148,825.5,-0.00023,825.5,0.00019,825.5,7.81E-05
826.3,2.10E-05,826.3,-3.52E-05,826.3,0.00051,826.3,-0.00077,826.3,-0.00043,826.3,0.001879,826.3,0.00021,826.3,0.000476,826.3,0.000345
827.1,6.21E-05,827.1,0.000209,827.1,0.000903,827.1,-0.00062,827.1,0.00018,827.1,0.001983,827.1,-7.79E-05,827.1,0.000968,827.1,0.001089
827.8,6.73E-05,827.8,-1.56E-05,827.8,0.000866,827.8,-0.00057,827.8,-8.59E-05,827.8,0.00155,827.8,-0.00026,827.8,0.000571,827.8,0.00069
828.6,0.000628,828.6,0.000539,828.6,0.000811,828.6,9.01E-05,828.6,0.000558,828.6,0.002087,828.6,8.17E-05,828.6,0.001335,828.6,0.000803
829.4,5.07E-05,829.4,0.000348,829.4,0.000782,829.4,0.000221,829.4,8.69E-05,829.4,0.002092,829.4,0.000523,829.4,0.000904,829.4,0.000207
830.2,0.000595,830.2,0.000889,830.2,0.000833,830.2,0.0004,830.2,0.00085,830.2,0.00251,830.2,0.000691,830.2,0.001416,830.2,0.000835
830.9,-0.00042,830.9,0.00052,830.9,0.000227,830.9,-0.00048,830.9,0.000155,830.9,0.00157,830.9,-0.00011,830.9,4.17E-05,830.9,-0.00024
831.7,0.00055,831.7,0.001117,831.7,0.000119,831.7,0.000102,831.7,0.000656,831.7,0.002035,831.7,2.22E-05,831.7,0.00057,831.7,0.000275
832.6,0.000435,832.6,0.000949,832.6,3.91E-05,832.6,0.000728,832.6,0.000188,832.6,0.002072,832.6,-9.77E-05,832.6,0.000697,832.6,0.000546
833.4,0.000651,833.4,0.000587,833.4,0.000696,833.4,0.000794,833.4,0.000233,833.4,0.001844,833.4,0.000178,833.4,0.001041,833.4,0.001241
834.3,0.000284,834.3,4.44E-05,834.3,0.001152,834.3,0.000552,834.3,0.000287,834.3,0.001219,834.3,0.000153,834.3,0.00118,834.3,0.001269
835.1,-5.86E-05,835.1,-0.00023,835.1,0.001014,835.1,0.000497,835.1,0.000536,835.1,0.000837,835.1,0.000135,835.1,0.000907,835.1,0.000789
836,-8.14E-05,836,0.000134,836,0.000628,836,0.000967,836,0.000475,836,0.00083,836,-0.00051,836,0.001312,836,0.000918
836.8,4.21E-06,836.8,0.000124,836.8,0.000467,836.8,0.000663,836.8,0.000345,836.8,0.001088,836.8,3.46E-05,836.8,0.000874,836.8,0.001113
837.7,-4.63E-05,837.7,0.000442,837.7,0.000302,837.7,-0.00014,837.7,0.000465,837.7,0.00122,837.7,-0.00021,837.7,0.000753,837.7,0.001252
838.5,0.000339,838.5,0.000684,838.5,0.000766,838.5,-0.00034,838.5,0.000617,838.5,0.001476,838.5,0.000786,838.5,0.000614,838.5,0.000997
839.4,0.000519,839.4,0.000151,839.4,0.000703,839.4,-9.62E-05,839.4,0.000266,839.4,0.001335,839.4,0.000308,839.4,0.000996,839.4,0.000205
840.2,0.0008,840.2,0.000203,840.2,0.000952,840.2,0.000199,840.2,0.000104,840.2,0.000945,840.2,0.000867,840.2,0.000982,840.2,-0.00044
841.1,0.000592,841.1,-0.00027,841.1,-7.41E-05,841.1,-0.00049,841.1,-8.63E-05,841.1,7.75E-05,841.1,0.000346,841.1,0.000293,841.1,-0.00082
841.9,0.000864,841.9,0.000437,841.9,0.000145,841.9,0.000215,841.9,0.000416,841.9,0.000352,841.9,0.000266,841.9,0.000149,841.9,-0.00043
842.8,0.000899,842.8,0.000284,842.8,0.000375,842.8,1.01E-05,842.8,-0.00018,842.8,0.000316,842.8,-9.13E-05,842.8,5.05E-05,842.8,-0.00035
843.6,0.000975,843.6,1.15E-05,843.6,0.001277,843.6,0.000796,843.6,-0.00022,843.6,0.000957,843.6,4.47E-05,843.6,4.88E-05,843.6,0.000105
844.5,0.000757,844.5,-0.00022,844.5,0.001154,844.5,-6.89E-05,844.5,-0.00017,844.5,0.000912,844.5,-0.00014,844.5,0.000129,844.5,0.000191
845.3,0.000654,845.3,-0.00054,845.3,0.000438,845.3,0.000146,845.3,-0.00053,845.3,0.000626,845.3,-0.00047,845.3,-0.00017,845.3,0.00018
846.2,0.00029,846.2,-3.82E-05,846.2,0.000789,846.2,0.000122,846.2,4.73E-05,846.2,0.00083,846.2,-0.00036,846.2,0.000457,846.2,0.000724
847,0.000247,847,0.000117,847,0.000674,847,0.000186,847,-0.00024,847,0.000576,847,-0.00012,847,0.00024,847,0.000473
847.9,0.000153,847.9,0.000468,847.9,0.0008,847.9,-0.0001,847.9,0.000368,847.9,0.000868,847.9,-7.06E-05,847.9,0.000808,847.9,0.000645
848.7,0.000784,848.7,0.000418,848.7,0.000463,848.7,-0.00049,848.7,-0.00012,848.7,0.00071,848.7,3.68E-05,848.7,0.000214,848.7,0.000289
849.6,0.000517,849.6,0.000262,849.6,-0.00013,849.6,-0.00026,849.6,-0.00065,849.6,0.000245,849.6,-0.00028,849.6,9.87E-05,849.6,-9.86E-05
850.4,0.000661,850.4,-0.00029,850.4,-0.00032,850.4,-0.00018,850.4,-0.00102,850.4,6.35E-05,850.4,-0.00042,850.4,-0.00015,850.4,1.02E-06
851.3,0.000544,851.3,0.000206,851.3,-0.00054,851.3,0.000529,851.3,-0.00048,851.3,0.000112,851.3,-0.00109,851.3,0.00026,851.3,-1.06E-05
852.1,0.000807,852.1,0.000221,852.1,0.000345,852.1,0.000339,852.1,0.000299,852.1,0.000488,852.1,-0.00066,852.1,0.000874,852.1,0.000656
853,0.001073,853,0.001142,853,0.001672,853,0.000868,853,0.001074,853,0.001007,853,-0.00024,853,0.001288,853,0.000918
853.8,0.000562,853.8,0.000369,853.8,0.001829,853.8,0.000204,853.8,8.93E-05,853.8,0.000581,853.8,0.000214,853.8,0.001243,853.8,0.000693
854.7,0.000387,854.7,0.000479,854.7,0.001147,854.7,0.000473,854.7,-0.00017,854.7,0.000331,854.7,0.000101,854.7,0.000749,854.7,0.000737
855.5,0.000291,855.5,0.000456,855.5,0.000719,855.5,0.000709,855.5,7.53E-05,855.5,0.00034,855.5,0.000537,855.5,0.000951,855.5,0.001502
856.4,0.000296,856.4,0.000919,856.4,0.000856,856.4,0.000925,856.4,0.000629,856.4,0.000596,856.4,0.000836,856.4,0.001527,856.4,0.001297
857.2,0.000521,857.2,0.00141,857.2,0.001489,857.2,0.001047,857.2,0.000747,857.2,0.000521,857.2,0.000589,857.2,0.001509,857.2,0.001579
858.1,0.000563,858.1,0.001141,858.1,0.001052,858.1,0.000782,858.1,0.000307,858.1,0.000453,858.1,0.000603,858.1,0.001531,858.1,0.001025
858.9,0.001212,858.9,0.00118,858.9,0.000302,858.9,0.000654,858.9,0.000811,858.9,0.000401,858.9,0.000512,858.9,0.000845,858.9,0.001185
859.8,0.001665,859.8,0.000868,859.8,-0.00015,859.8,0.000715,859.8,0.001271,859.8,0.00107,859.8,0.000842,859.8,0.001534,859.8,0.001479
860.6,0.001915,860.6,0.000978,860.6,0.000519,860.6,0.000191,860.6,0.001465,860.6,0.001312,860.6,0.000399,860.6,0.001223,860.6,0.001588
861.5,0.001523,861.5,0.000523,861.5,0.000897,861.5,0.001026,861.5,0.002184,861.5,0.001565,861.5,0.000271,861.5,0.001564,861.5,0.002057
862.3,0.000663,862.3,9.11E-05,862.3,0.000917,862.3,0.000969,862.3,0.001968,862.3,0.001262,862.3,0.000234,862.3,0.001,862.3,0.001212
863.2,-2.18E-05,863.2,-0.00045,863.2,7.74E-05,863.2,0.001474,863.2,0.001608,863.2,0.000777,863.2,0.000241,863.2,0.000272,863.2,0.000458
864,-1.82E-05,864,-0.00025,864,0.000362,864,0.000988,864,0.000259,864,0.000835,864,2.09E-05,864,0.000171,864,-0.00027
864.9,0.000521,864.9,0.000219,864.9,0.000827,864.9,0.001222,864.9,0.000317,864.9,0.001117,864.9,0.000368,864.9,0.0005,864.9,0.000148
865.7,0.00057,865.7,0.000607,865.7,0.001259,865.7,0.000627,865.7,0.000552,865.7,0.001309,865.7,0.000657,865.7,0.001079,865.7,0.000775
866.6,0.000702,866.6,0.000584,866.6,0.000547,866.6,-7.12E-05,866.6,0.000411,866.6,0.001092,866.6,0.001123,866.6,0.000953,866.6,0.000961
867.4,0.000743,867.4,0.000717,867.4,0.000451,867.4,-0.00016,867.4,-1.16E-05,867.4,0.001293,867.4,0.000728,867.4,0.000909,867.4,0.00061
868.3,0.00119,868.3,0.001143,868.3,0.000718,868.3,0.000512,868.3,0.00023,868.3,0.00144,868.3,0.000986,868.3,0.001177,868.3,0.000745
869.1,0.000676,869.1,0.000743,869.1,0.000489,869.1,0.00075,869.1,-4.02E-05,869.1,0.000727,869.1,0.000782,869.1,0.001409,869.1,0.000601
870,0.00054,870,0.000494,870,-2.07E-05,870,-2.26E-05,870,-0.00023,870,0.0002,870,0.000822,870,0.000959,870,0.000469
870.8,0.00035,870.8,0.000806,870.8,-0.00051,870.8,-9.91E-05,870.8,-0.00028,870.8,-4.06E-06,870.8,0.000392,870.8,0.000722,870.8,-0.0004
871.7,0.001065,871.7,0.000768,871.7,0.000121,871.7,0.000329,871.7,0.000528,871.7,0.000208,871.7,-7.06E-05,871.7,0.000325,871.7,-0.00012
872.5,0.001035,872.5,0.000795,872.5,0.000831,872.5,0.000988,872.5,0.000983,872.5,-3.09E-05,872.5,-0.00019,872.5,0.001216,872.5,6.83E-05
873.4,0.00121,873.4,0.000299,873.4,0.000981,873.4,0.001156,873.4,0.00134,873.4,0.000112,873.4,0.000447,873.4,0.001392,873.4,0.000774
874.2,0.000941,874.2,0.001139,874.2,0.001042,874.2,0.001209,874.2,0.001342,874.2,0.000541,874.2,0.000897,874.2,0.001732,874.2,0.000718
875.1,0.000499,875.1,5.07E-06,875.1,-0.00015,875.1,0.000924,875.1,0.000336,875.1,0.000297,875.1,0.000876,875.1,0.000507,875.1,0.000417
875.9,-0.00019,875.9,-0.00024,875.9,-0.00023,875.9,0.000498,875.9,-0.00023,875.9,7.17E-05,875.9,-8.40E-06,875.9,-7.33E-05,875.9,-0.00039
876.8,5.22E-05,876.8,-0.00045,876.8,-0.00055,876.8,0.000711,876.8,-0.00023,876.8,-0.00011,876.8,0.000139,876.8,-0.00032,876.8,0.000239
877.6,0.000586,877.6,0.000845,877.6,0.000443,877.6,0.000863,877.6,0.000852,877.6,0.000484,877.6,-7.94E-05,877.6,-7.88E-05,877.6,0.000198
878.5,0.000499,878.5,0.000893,878.5,0.000261,878.5,0.000563,878.5,0.000583,878.5,0.000444,878.5,-0.00016,878.5,0.000265,878.5,0.000388
879.3,0.000593,879.3,0.000734,879.3,0.000672,879.3,0.000349,879.3,0.000178,879.3,0.000389,879.3,-0.00031,879.3,0.000832,879.3,-0.00023
880.2,0.000555,880.2,0.000391,880.2,0.000674,880.2,0.000446,880.2,-5.47E-05,880.2,0.000549,880.2,0.000202,880.2,0.001208,880.2,0.000615
881,0.001207,881,0.000227,881,0.000568,881,0.000966,881,-0.00022,881,0.000619,881,0.000498,881,0.001662,881,0.000986
881.9,0.00078,881.9,2.57E-05,881.9,0.00027,881.9,0.000443,881.9,-0.0006,881.9,0.000661,881.9,0.000516,881.9,0.001383,881.9,0.000985
882.7,0.000678,882.7,4.85E-05,882.7,-0.00024,882.7,0.000121,882.7,-0.00078,882.7,0.000399,882.7,0.000178,882.7,0.000783,882.7,0.000476
883.6,0.000796,883.6,0.000464,883.6,-3.66E-05,883.6,-0.0002,883.6,-0.00058,883.6,0.000501,883.6,1.51E-05,883.6,0.000337,883.6,5.76E-05
884.4,0.001315,884.4,0.001326,884.4,0.000254,884.4,0.000938,884.4,0.000429,884.4,0.001002,884.4,0.000285,884.4,0.000399,884.4,0.000308
885.3,0.001288,885.3,0.001657,885.3,0.000896,885.3,0.000628,885.3,0.000524,885.3,0.000861,885.3,0.000515,885.3,0.000525,885.3,0.000583
886.1,0.00111,886.1,0.001465,886.1,0.001078,886.1,0.001333,886.1,7.63E-05,886.1,0.000847,886.1,0.001306,886.1,0.000253,886.1,0.000964
887,0.000946,887,0.000653,887,0.0011,887,0.000781,887,4.86E-05,887,0.000599,887,0.001159,887,0.000144,887,0.001114
887.8,0.001073,887.8,0.000417,887.8,0.000393,887.8,0.001374,887.8,-0.00013,887.8,0.000763,887.8,0.001007,887.8,0.000325,887.8,0.000665
888.7,0.000741,888.7,0.000481,888.7,0.000808,888.7,0.001254,888.7,0.000762,888.7,0.000672,888.7,0.000957,888.7,0.001063,888.7,0.000961
889.5,0.000828,889.5,0.000634,889.5,0.001018,889.5,0.001123,889.5,0.00024,889.5,0.000602,889.5,0.00064,889.5,0.000955,889.5,0.000673
890.4,0.000671,890.4,0.000641,890.4,0.001161,890.4,0.001466,890.4,0.000699,890.4,0.001069,890.4,0.001148,890.4,0.001558,890.4,0.001437
891.2,0.001093,891.2,0.000329,891.2,0.000683,891.2,0.001152,891.2,0.000477,891.2,0.000577,891.2,0.000818,891.2,0.001324,891.2,0.001505
892.1,0.000487,892.1,0.000212,892.1,0.000714,892.1,0.001189,892.1,8.28E-05,892.1,0.000171,892.1,0.000931,892.1,0.001294,892.1,0.001727
892.9,0.000777,892.9,0.000395,892.9,0.000901,892.9,0.000791,892.9,0.000204,892.9,4.99E-05,892.9,0.00099,892.9,0.001117,892.9,0.001571
893.8,0.000111,893.8,0.000248,893.8,0.001076,893.8,0.000601,893.8,0.000148,893.8,0.000391,893.8,0.000378,893.8,0.000296,893.8,0.001141
894.6,0.000275,894.6,0.000637,894.6,0.000536,894.6,0.000497,894.6,0.000721,894.6,0.000543,894.6,0.000544,894.6,0.000284,894.6,0.000898
895.5,-6.49E-05,895.5,0.000104,895.5,0.000685,895.5,0.000608,895.5,0.000388,895.5,0.000234,895.5,0.00011,895.5,0.000106,895.5,0.000531
896.3,0.000419,896.3,0.000678,896.3,-2.85E-06,896.3,4.17E-05,896.3,0.000394,896.3,-2.51E-05,896.3,0.000168,896.3,0.000509,896.3,0.000357
897.2,3.97E-05,897.2,0.00019,897.2,-0.00012,897.2,-0.00044,897.2,-0.00032,897.2,-0.0002,897.2,-0.00061,897.2,0.000214,897.2,0.000403
898,0.000144,898,0.000498,898,-0.00012,898,-0.00113,898,-8.41E-06,898,-0.00049,898,-0.00066,898,0.000307,898,0.000838
898.9,0.0002,898.9,0.000134,898.9,0.00062,898.9,-0.00058,898.9,0.00011,898.9,0.000368,898.9,-0.00012,898.9,0.000787,898.9,0.001415
899.7,0.000161,899.7,-0.00014,899.7,0.000385,899.7,-0.00088,899.7,0.000317,899.7,-9.75E-05,899.7,1.10E-05,899.7,0.000798,899.7,0.000468
